,,"1","0000-00-00 00:00:00",
"Dongeradeel","cars.dongeradeel.nl","0","0000-00-00 00:00:00",
"Dongeradeel","citrix.dongeradeel.nl","0","0000-00-00 00:00:00",
"Dongeradeel","dongeradeel.nl","0","0000-00-00 00:00:00",
"Dongeradeel","geo.dongeradeel.nl","0","0000-00-00 00:00:00",
"Dongeradeel","intranet.dongeradeel.nl","0","0000-00-00 00:00:00",
"Dongeradeel","mail.dongeradeel.nl","0","0000-00-00 00:00:00",
"Dongeradeel","ris.dongeradeel.nl","0","0000-00-00 00:00:00",
"Dongeradeel","ruimtelijkeplannen.dongeradeel.nl","0","0000-00-00 00:00:00",
"Dongeradeel","verkiezingen.dongeradeel.nl","0","0000-00-00 00:00:00",
"Dongeradeel","webmail.dongeradeel.nl","0","0000-00-00 00:00:00",
"Dongeradeel","www.dongeradeel.nl","0","0000-00-00 00:00:00",
"Dordrecht","dordrecht.nl","0","0000-00-00 00:00:00",
"Dordrecht","ro.dordrecht.nl","0","0000-00-00 00:00:00",
"Dordrecht","webmail.dordrecht.nl","0","0000-00-00 00:00:00",
"Dordrecht","www.dordrecht.nl","0","0000-00-00 00:00:00",
"Drechterland","drechterland.nl","0","0000-00-00 00:00:00",
"Drechterland","www.drechterland.nl","0","0000-00-00 00:00:00",
"Drimmelen","afspraak.drimmelen.nl","0","0000-00-00 00:00:00",
"Drimmelen","drimmelen.nl","0","0000-00-00 00:00:00",
"Drimmelen","mail.drimmelen.nl","0","0000-00-00 00:00:00",
"Drimmelen","pki.drimmelen.nl","0","0000-00-00 00:00:00",
"Drimmelen","secure.drimmelen.nl","0","0000-00-00 00:00:00",
"Drimmelen","www.drimmelen.nl","0","0000-00-00 00:00:00",
"Dronten","digid.dronten.nl","0","0000-00-00 00:00:00",
"Dronten","dronten.nl","0","0000-00-00 00:00:00",
"Dronten","gemeenteraad.dronten.nl","0","0000-00-00 00:00:00",
"Dronten","intranet.dronten.nl","0","0000-00-00 00:00:00",
"Dronten","loket.dronten.nl","0","0000-00-00 00:00:00",
"Dronten","pki.dronten.nl","0","0000-00-00 00:00:00",
"Dronten","portaal.dronten.nl","0","0000-00-00 00:00:00",
"Dronten","ruimtelijkeplannen.dronten.nl","0","0000-00-00 00:00:00",
"Dronten","secure.dronten.nl","0","0000-00-00 00:00:00",
"Dronten","simsite.dronten.nl","0","0000-00-00 00:00:00",
"Dronten","webmail.dronten.nl","0","0000-00-00 00:00:00",
"Dronten","www.dronten.nl","0","0000-00-00 00:00:00",
"Druten","afspraken.druten.nl","0","0000-00-00 00:00:00",
"Druten","druten.nl","0","0000-00-00 00:00:00",
"Druten","extranet.druten.nl","0","0000-00-00 00:00:00",
"Druten","intranet.druten.nl","0","0000-00-00 00:00:00",
"Druten","secure.druten.nl","0","0000-00-00 00:00:00",
"Druten","simsite.druten.nl","0","0000-00-00 00:00:00",
"Druten","www.druten.nl","0","0000-00-00 00:00:00",
"Duiven","duiven.nl","0","0000-00-00 00:00:00",
"Duiven","www.duiven.nl","0","0000-00-00 00:00:00",
"Echt-Susteren","echt-susteren.nl","1","0000-00-00 00:00:00",
"Echt-Susteren","mail.echt-susteren.nl","0","0000-00-00 00:00:00",
"Echt-Susteren","portaal.echt-susteren.nl","0","0000-00-00 00:00:00",
"Echt-Susteren","www.echt-susteren.nl","0","0000-00-00 00:00:00",
"Edam-Volendam","edam-volendam.nl","0","0000-00-00 00:00:00",
"Edam-Volendam","intranet.zeevang.nl","0","0000-00-00 00:00:00",
"Edam-Volendam","mail.zeevang.nl","0","0000-00-00 00:00:00",
"Edam-Volendam","pki.zeevang.nl","0","0000-00-00 00:00:00",
"Edam-Volendam","secure.edam-volendam.nl","0","0000-00-00 00:00:00",
"Edam-Volendam","secure.zeevang.nl","0","0000-00-00 00:00:00",
"Edam-Volendam","simsite.zeevang.nl","0","0000-00-00 00:00:00",
"Edam-Volendam","www.edam-volendam.nl","0","0000-00-00 00:00:00",
"Edam-Volendam","www.zeevang.nl","0","0000-00-00 00:00:00",
"Edam-Volendam","zeevang.nl","0","0000-00-00 00:00:00",
"Ede","ede.nl","0","0000-00-00 00:00:00",
"Ede","www.ede.nl","0","0000-00-00 00:00:00",
"Eemnes","dacceptatieloket.eemnes.nl","0","0000-00-00 00:00:00",
"Eemnes","dloket.belcombinate.nl","1","0000-00-00 00:00:00",
"Eemnes","dloket.belcombinatie.nl","0","0000-00-00 00:00:00",
"Eemnes","eemnes.nl","0","0000-00-00 00:00:00",
"Eemnes","mail.eemnes.nl","0","0000-00-00 00:00:00",
"Eemnes","www.eemnes.nl","0","0000-00-00 00:00:00",
"Eemsmond","afspraak.eemsmond.nl","0","0000-00-00 00:00:00",
"Eemsmond","eemsmond.nl","0","0000-00-00 00:00:00",
"Eemsmond","intranet.eemsmond.nl","1","0000-00-00 00:00:00",
"Eemsmond","simsite.eemsmond.nl","0","0000-00-00 00:00:00",
"Eemsmond","sip.eemsmond.nl","0","0000-00-00 00:00:00",
"Eemsmond","webmail.eemsmond.nl","0","0000-00-00 00:00:00",
"Eemsmond","www.eemsmond.nl","0","0000-00-00 00:00:00",
"Eersel","afspraken.eersel.nl","0","0000-00-00 00:00:00",
"Eersel","eersel.nl","0","0000-00-00 00:00:00",
"Eersel","extranet.eersel.nl","0","0000-00-00 00:00:00",
"Eersel","intranet.eersel.nl","0","0000-00-00 00:00:00",
"Eersel","secure.eersel.nl","0","0000-00-00 00:00:00",
"Eersel","simsite.eersel.nl","0","0000-00-00 00:00:00",
"Eersel","webmail.eersel.nl","0","0000-00-00 00:00:00",
"Eersel","www.eersel.nl","0","0000-00-00 00:00:00",
"Eijsden-Margraten","eijsden-margraten.nl","0","0000-00-00 00:00:00",
"Eijsden-Margraten","intranet.eijsden-margraten.nl","0","0000-00-00 00:00:00",
"Eijsden-Margraten","mail.eijsden-margraten.nl","0","0000-00-00 00:00:00",
"Eijsden-Margraten","secure.eijsden-margraten.nl","0","0000-00-00 00:00:00",
"Eijsden-Margraten","webmail.eijsden-margraten.nl","0","0000-00-00 00:00:00",
"Eijsden-Margraten","www.eijsden-margraten.nl","0","0000-00-00 00:00:00",
"Eindhoven","access.eindhoven.nl","0","0000-00-00 00:00:00",
"Eindhoven","afspraken.eindhoven.nl","0","0000-00-00 00:00:00",
"Eindhoven","afvalkalender.eindhoven.nl","0","0000-00-00 00:00:00",
"Eindhoven","archief.eindhoven.nl","0","0000-00-00 00:00:00",
"Eindhoven","beeldbank.eindhoven.nl","0","0000-00-00 00:00:00",
"Eindhoven","eindhoven.nl","0","0000-00-00 00:00:00",
"Eindhoven","ftp.eindhoven.nl","0","0000-00-00 00:00:00",
"Eindhoven","gemeente.eindhoven.nl","0","0000-00-00 00:00:00",
"Eindhoven","loket.eindhoven.nl","0","0000-00-00 00:00:00",
"Eindhoven","m.eindhoven.nl","0","0000-00-00 00:00:00",
"Eindhoven","mail.eindhoven.nl","0","0000-00-00 00:00:00",
"Eindhoven","mail2.eindhoven.nl","0","0000-00-00 00:00:00",
"Eindhoven","secure.eindhoven.nl","0","0000-00-00 00:00:00",
"Eindhoven","simsite.eindhoven.nl","0","0000-00-00 00:00:00",
"Eindhoven","sip.eindhoven.nl","0","0000-00-00 00:00:00",
"Eindhoven","toegang.eindhoven.nl","0","0000-00-00 00:00:00",
"Eindhoven","webmail.eindhoven.nl","0","0000-00-00 00:00:00",
"Eindhoven","www.eindhoven.nl","0","0000-00-00 00:00:00",
"Eindhoven","www2.eindhoven.nl","0","0000-00-00 00:00:00",
"Elburg","afspraak.elburg.nl","0","0000-00-00 00:00:00",
"Elburg","elburg.nl","1","0000-00-00 00:00:00",
"Elburg","jalp.elburg.nl","0","0000-00-00 00:00:00",
"Elburg","sip.elburg.nl","0","0000-00-00 00:00:00",
"Elburg","www.elburg.nl","0","0000-00-00 00:00:00",
"Emmen","dacceptatieloket.emmen.nl","0","0000-00-00 00:00:00",
"Emmen","dloket.emmen.nl","0","0000-00-00 00:00:00",
"Emmen","emmen.nl","0","0000-00-00 00:00:00",
"Emmen","extern.emmen.nl","0","0000-00-00 00:00:00",
"Emmen","gemeente.emmen.nl","0","0000-00-00 00:00:00",
"Emmen","geo.emmen.nl","0","0000-00-00 00:00:00",
"Emmen","loket.emmen.nl","0","0000-00-00 00:00:00",
"Emmen","mail.emmen.nl","0","0000-00-00 00:00:00",
"Emmen","participatiewebshop.emmen.nl","0","0000-00-00 00:00:00",
"Emmen","ris.emmen.nl","0","0000-00-00 00:00:00",
"Emmen","ro.emmen.nl","0","0000-00-00 00:00:00",
"Emmen","taxatieverslagenwozloket.emmen.nl","1","0000-00-00 00:00:00",
"Emmen","www.emmen.nl","0","0000-00-00 00:00:00",
"Emmen","www2.emmen.nl","0","0000-00-00 00:00:00",
"Enkhuizen","enkhuizen.nl","1","0000-00-00 00:00:00",
"Enkhuizen","mail.enkhuizen.nl","0","0000-00-00 00:00:00",
"Enkhuizen","pki.enkhuizen.nl","0","0000-00-00 00:00:00",
"Enkhuizen","secure.enkhuizen.nl","0","0000-00-00 00:00:00",
"Enkhuizen","webmail.enkhuizen.nl","0","0000-00-00 00:00:00",
"Enkhuizen","www.enkhuizen.nl","0","0000-00-00 00:00:00",
"Enschede","citrix.enschede.nl","0","0000-00-00 00:00:00",
"Enschede","dacceptatieloket.enschede.nl","0","0000-00-00 00:00:00",
"Enschede","dloket.enschede.nl","0","0000-00-00 00:00:00",
"Enschede","eloket.enschede.nl","0","0000-00-00 00:00:00",
"Enschede","enschede.nl","0","0000-00-00 00:00:00",
"Enschede","formulieren.enschede.nl","0","0000-00-00 00:00:00",
"Enschede","ftp.enschede.nl","0","0000-00-00 00:00:00",
"Enschede","loket.enschede.nl","0","0000-00-00 00:00:00",
"Enschede","m.enschede.nl","0","0000-00-00 00:00:00",
"Enschede","mail.enschede.nl","0","0000-00-00 00:00:00",
"Enschede","programmabegroting.enschede.nl","0","0000-00-00 00:00:00",
"Enschede","ris.enschede.nl","0","0000-00-00 00:00:00",
"Enschede","ruimtelijkeplannen.enschede.nl","0","0000-00-00 00:00:00",
"Enschede","stadsarchief.enschede.nl","0","0000-00-00 00:00:00",
"Enschede","verkiezingen.enschede.nl","0","0000-00-00 00:00:00",
"Enschede","www.enschede.nl","0","0000-00-00 00:00:00",
"Enschede","www.loket.enschede.nl","0","0000-00-00 00:00:00",
"Epe","epe.nl","0","0000-00-00 00:00:00",
"Epe","mail.epe.nl","0","0000-00-00 00:00:00",
"Epe","owa.epe.nl","0","0000-00-00 00:00:00",
"Epe","secure.epe.nl","0","0000-00-00 00:00:00",
"Epe","simsite.epe.nl","0","0000-00-00 00:00:00",
"Epe","www.epe.nl","0","0000-00-00 00:00:00",
"Ermelo","afspraken.ermelo.nl","0","0000-00-00 00:00:00",
"Ermelo","ermelo.nl","0","0000-00-00 00:00:00",
"Ermelo","mail.ermelo.nl","0","0000-00-00 00:00:00",
"Ermelo","ruimtelijkeplannen.ermelo.nl","0","0000-00-00 00:00:00",
"Ermelo","secure.ermelo.nl","0","0000-00-00 00:00:00",
"Ermelo","simsite.ermelo.nl","0","0000-00-00 00:00:00",
"Ermelo","www.ermelo.nl","0","0000-00-00 00:00:00",
"Etten-Leur","etten-leur.nl","0","0000-00-00 00:00:00",
"Etten-Leur","mail.etten-leur.nl","0","0000-00-00 00:00:00",
"Etten-Leur","raad.etten-leur.nl","0","0000-00-00 00:00:00",
"Etten-Leur","webmail.etten-leur.nl","0","0000-00-00 00:00:00",
"Etten-Leur","www.etten-leur.nl","0","0000-00-00 00:00:00",
"Ferwerderadiel","digid.ferwerderadiel.nl","0","0000-00-00 00:00:00",
"Ferwerderadiel","ferwerderadiel.nl","0","0000-00-00 00:00:00",
"Ferwerderadiel","mail.ferwerderadiel.nl","0","0000-00-00 00:00:00",
"Ferwerderadiel","mail2.ferwerderadiel.nl","0","0000-00-00 00:00:00",
"Ferwerderadiel","plannen.ferwerderadiel.nl","0","0000-00-00 00:00:00",
"Ferwerderadiel","webmail.ferwerderadiel.nl","1","0000-00-00 00:00:00",
"Ferwerderadiel","www.ferwerderadiel.nl","0","0000-00-00 00:00:00",
"Franekeradeel","franekeradeel.nl","0","0000-00-00 00:00:00",
"Franekeradeel","www.franekeradeel.nl","0","0000-00-00 00:00:00",
"Geertruidenberg","beveiligd.geertruidenberg.nl","0","0000-00-00 00:00:00",
"Geertruidenberg","geertruidenberg.nl","0","0000-00-00 00:00:00",
"Geertruidenberg","mail.geertruidenberg.nl","0","0000-00-00 00:00:00",
"Geertruidenberg","webmail.geertruidenberg.nl","0","0000-00-00 00:00:00",
"Geertruidenberg","www.geertruidenberg.nl","0","0000-00-00 00:00:00",
"Geldermalsen","geldermalsen.nl","1","0000-00-00 00:00:00",
"Geldermalsen","jalp.geldermalsen.nl","0","0000-00-00 00:00:00",
"Geldermalsen","kernteam.geldermalsen.nl","0","0000-00-00 00:00:00",
"Geldermalsen","mail.geldermalsen.nl","0","0000-00-00 00:00:00",
"Geldermalsen","ruimtelijkeplannen.geldermalsen.nl","0","0000-00-00 00:00:00",
"Geldermalsen","secure.geldermalsen.nl","1","0000-00-00 00:00:00",
"Geldermalsen","wijkteam.geldermalsen.nl","0","0000-00-00 00:00:00",
"Geldermalsen","www.geldermalsen.nl","1","0000-00-00 00:00:00",
"Geldrop-Mierlo","geldrop-mierlo.nl","0","0000-00-00 00:00:00",
"Geldrop-Mierlo","intranet.geldrop-mierlo.nl","0","0000-00-00 00:00:00",
"Geldrop-Mierlo","mail.geldrop-mierlo.nl","0","0000-00-00 00:00:00",
"Geldrop-Mierlo","raad.geldrop-mierlo.nl","0","0000-00-00 00:00:00",
"Geldrop-Mierlo","www.geldrop-mierlo.nl","0","0000-00-00 00:00:00",
"Gemert-Bakel","gemert-bakel.nl","0","0000-00-00 00:00:00",
"Gemert-Bakel","mail.gemert-bakel.nl","0","0000-00-00 00:00:00",
"Gemert-Bakel","webmail.gemert-bakel.nl","1","0000-00-00 00:00:00",
"Gemert-Bakel","www.gemert-bakel.nl","0","0000-00-00 00:00:00",
"Gennep","afspraken.gennep.nl","0","0000-00-00 00:00:00",
"Gennep","extranet.gennep.nl","0","0000-00-00 00:00:00",
"Gennep","ftp.gennep.nl","0","0000-00-00 00:00:00",
"Gennep","gennep.nl","0","0000-00-00 00:00:00",
"Gennep","intranet.gennep.nl","0","0000-00-00 00:00:00",
"Gennep","mail.gennep.nl","1","0000-00-00 00:00:00",
"Gennep","secure.gennep.nl","0","0000-00-00 00:00:00",
"Gennep","simsite.gennep.nl","0","0000-00-00 00:00:00",
"Gennep","www.gennep.nl","0","0000-00-00 00:00:00",
"Giessenlanden","afspraak.giessenlanden.nl","0","0000-00-00 00:00:00",
"Giessenlanden","extranet.giessenlanden.nl","0","0000-00-00 00:00:00",
"Giessenlanden","ftp.giessenlanden.nl","0","0000-00-00 00:00:00",
"Giessenlanden","giessenlanden.nl","0","0000-00-00 00:00:00",
"Giessenlanden","intranet.giessenlanden.nl","0","0000-00-00 00:00:00",
"Giessenlanden","mail.giessenlanden.nl","0","0000-00-00 00:00:00",
"Giessenlanden","secure.giessenlanden.nl","0","0000-00-00 00:00:00",
"Giessenlanden","simsite.giessenlanden.nl","0","0000-00-00 00:00:00",
"Giessenlanden","webmail.giessenlanden.nl","0","0000-00-00 00:00:00",
"Giessenlanden","www.giessenlanden.nl","0","0000-00-00 00:00:00",
"Gilze en Rijen","dacceptatieloket.gilzerijen.nl","0","0000-00-00 00:00:00",
"Gilze en Rijen","dloket.gilzerijen.nl","0","0000-00-00 00:00:00",
"Gilze en Rijen","extranet.gilzerijen.nl","0","0000-00-00 00:00:00",
"Gilze en Rijen","ftp.gilzerijen.nl","0","0000-00-00 00:00:00",
"Gilze en Rijen","gilzerijen.nl","0","0000-00-00 00:00:00",
"Gilze en Rijen","intranet.gilzerijen.nl","0","0000-00-00 00:00:00",
"Gilze en Rijen","secure.gilzerijen.nl","0","0000-00-00 00:00:00",
"Gilze en Rijen","simsite.gilzerijen.nl","0","0000-00-00 00:00:00",
"Gilze en Rijen","webmail.gilzerijen.nl","0","0000-00-00 00:00:00",
"Gilze en Rijen","www.gilzerijen.nl","1","0000-00-00 00:00:00",
"Goeree-Overflakkee","goeree-overflakkee.nl","0","0000-00-00 00:00:00",
"Goeree-Overflakkee","secure.goeree-overflakkee.nl","0","0000-00-00 00:00:00",
"Goeree-Overflakkee","telewerken.goeree-overflakkee.nl","0","0000-00-00 00:00:00",
"Goeree-Overflakkee","webmail.goeree-overflakkee.nl","0","0000-00-00 00:00:00",
"Goeree-Overflakkee","www.goeree-overflakkee.nl","0","0000-00-00 00:00:00",
"Goes","afspraken.goes.nl","0","0000-00-00 00:00:00",
"Goes","afvalkalender.goes.nl","0","0000-00-00 00:00:00",
"Goes","goes.nl","0","0000-00-00 00:00:00",
"Goes","intranet.goes.nl","0","0000-00-00 00:00:00",
"Goes","mail.goes.nl","0","0000-00-00 00:00:00",
"Goes","secure.goes.nl","0","0000-00-00 00:00:00",
"Goes","webmail.goes.nl","0","0000-00-00 00:00:00",
"Goes","www.goes.nl","0","0000-00-00 00:00:00",
"Goirle","afspraken.goirle.nl","0","0000-00-00 00:00:00",
"Goirle","bestuur.goirle.nl","0","0000-00-00 00:00:00",
"Goirle","goirle.nl","0","0000-00-00 00:00:00",
"Goirle","ruimtelijkeplannen.goirle.nl","0","0000-00-00 00:00:00",
"Goirle","webmail.goirle.nl","0","0000-00-00 00:00:00",
"Goirle","webservices.goirle.nl","0","0000-00-00 00:00:00",
"Goirle","www.goirle.nl","0","0000-00-00 00:00:00",
"Gooise Meren","afspraak.gooisemeren.nl","0","0000-00-00 00:00:00",
"Gooise Meren","archief.gooisemeren.nl","0","0000-00-00 00:00:00",
"Gooise Meren","bestuur.gooisemeren.nl","0","0000-00-00 00:00:00",
"Gooise Meren","bussum.nl","0","0000-00-00 00:00:00",
"Gooise Meren","extranet.naarden.nl","0","0000-00-00 00:00:00",
"Gooise Meren","ftp.gooisemeren.nl","0","0000-00-00 00:00:00",
"Gooise Meren","gooisemeren.nl","0","0000-00-00 00:00:00",
"Gooise Meren","intranet.bussum.nl","0","0000-00-00 00:00:00",
"Gooise Meren","intranet.gooisemeren.nl","0","0000-00-00 00:00:00",
"Gooise Meren","intranet.muiden.nl","0","0000-00-00 00:00:00",
"Gooise Meren","intranet.naarden.nl","0","0000-00-00 00:00:00",
"Gooise Meren","mail.bussum.nl","0","0000-00-00 00:00:00",
"Gooise Meren","mail.gooisemeren.nl","0","0000-00-00 00:00:00",
"Gooise Meren","mail.muiden.nl","0","0000-00-00 00:00:00",
"Gooise Meren","muiden.nl","0","0000-00-00 00:00:00",
"Gooise Meren","naarden.nl","0","0000-00-00 00:00:00",
"Gooise Meren","portaal.naarden.nl","1","0000-00-00 00:00:00",
"Gooise Meren","raad.gooisemeren.nl","0","0000-00-00 00:00:00",
"Gooise Meren","ris.bussum.nl","0","0000-00-00 00:00:00",
"Gooise Meren","ro.naarden.nl","0","0000-00-00 00:00:00",
"Gooise Meren","ruimtelijkeplannen.gooisemeren.nl","0","0000-00-00 00:00:00",
"Gooise Meren","secure.muiden.nl","0","0000-00-00 00:00:00",
"Gooise Meren","simsite.naarden.nl","0","0000-00-00 00:00:00",
"Gooise Meren","uat.gooisemeren.nl","0","0000-00-00 00:00:00",
"Gooise Meren","webmail.bussum.nl","0","0000-00-00 00:00:00",
"Gooise Meren","webmail.gooisemeren.nl","0","0000-00-00 00:00:00",
"Gooise Meren","webmail.muiden.nl","0","0000-00-00 00:00:00",
"Gooise Meren","webmail.naarden.nl","0","0000-00-00 00:00:00",
"Gooise Meren","www.bussum.nl","0","0000-00-00 00:00:00",
"Gooise Meren","www.gooisemeren.nl","0","0000-00-00 00:00:00",
"Gooise Meren","www.muiden.nl","0","0000-00-00 00:00:00",
"Gooise Meren","www.naarden.nl","0","0000-00-00 00:00:00",
"Gorinchem","afspraken.gorinchem.nl","0","0000-00-00 00:00:00",
"Gorinchem","ftp.gorinchem.nl","0","0000-00-00 00:00:00",
"Gorinchem","gemeenteraad.gorinchem.nl","1","0000-00-00 00:00:00",
"Gorinchem","gorinchem.nl","0","0000-00-00 00:00:00",
"Gorinchem","mail.gorinchem.nl","0","0000-00-00 00:00:00",
"Gorinchem","ruimtelijkeplannen.gorinchem.nl","0","0000-00-00 00:00:00",
"Gorinchem","secure.gorinchem.nl","1","0000-00-00 00:00:00",
"Gorinchem","simsite.gorinchem.nl","0","0000-00-00 00:00:00",
"Gorinchem","web.gorinchem.nl","0","0000-00-00 00:00:00",
"Gorinchem","webmail.gorinchem.nl","1","0000-00-00 00:00:00",
"Gorinchem","www.gorinchem.nl","0","0000-00-00 00:00:00",
"Gouda","auth.gouda.nl","0","0000-00-00 00:00:00",
"Gouda","gis.gouda.nl","0","0000-00-00 00:00:00",
"Gouda","gouda.nl","0","0000-00-00 00:00:00",
"Gouda","mail.gouda.nl","1","0000-00-00 00:00:00",
"Gouda","mail2.gouda.nl","0","0000-00-00 00:00:00",
"Gouda","webmail.gouda.nl","0","0000-00-00 00:00:00",
"Gouda","www.gouda.nl","0","0000-00-00 00:00:00",
"Grave","afspraken.cgm.nl","0","0000-00-00 00:00:00",
"Grave","grave.nl","1","0000-00-00 00:00:00",
"Grave","intranet.grave.nl","0","0000-00-00 00:00:00",
"Grave","mail.grave.nl","0","0000-00-00 00:00:00",
"Grave","secure.cgm.nl","0","0000-00-00 00:00:00",
"Grave","secure.grave.nl","0","0000-00-00 00:00:00",
"Grave","simsite.grave.nl","0","0000-00-00 00:00:00",
"Grave","www.grave.nl","0","0000-00-00 00:00:00",
"Groningen","begroting.groningen.nl","0","0000-00-00 00:00:00",
"Groningen","dacceptatieloket.groningen.nl","0","0000-00-00 00:00:00",
"Groningen","dloket.groningen.nl","0","0000-00-00 00:00:00",
"Groningen","eloket.groningen.nl","0","0000-00-00 00:00:00",
"Groningen","gemeente.groningen.nl","0","0000-00-00 00:00:00",
"Groningen","groningen.nl","0","0000-00-00 00:00:00",
"Groningen","m.groningen.nl","0","0000-00-00 00:00:00",
"Groningen","mail.groningen.nl","0","0000-00-00 00:00:00",
"Groningen","mail2.groningen.nl","0","0000-00-00 00:00:00",
"Groningen","maps.groningen.nl","0","0000-00-00 00:00:00",
"Groningen","os.groningen.nl","0","0000-00-00 00:00:00",
"Groningen","owa.groningen.nl","0","0000-00-00 00:00:00",
"Groningen","plannen.groningen.nl","0","0000-00-00 00:00:00",
"Groningen","raad.groningen.nl","0","0000-00-00 00:00:00",
"Groningen","toegang.groningen.nl","0","0000-00-00 00:00:00",
"Groningen","toerisme.groningen.nl","0","0000-00-00 00:00:00",
"Groningen","webmail.groningen.nl","0","0000-00-00 00:00:00",
"Groningen","www.groningen.nl","0","0000-00-00 00:00:00",
"Groningen","www2.groningen.nl","0","0000-00-00 00:00:00",
"Grootegast","afvalkalender.grootegast.nl","0","0000-00-00 00:00:00",
"Grootegast","geluid.grootegast.nl","0","0000-00-00 00:00:00",
"Grootegast","grootegast.nl","0","0000-00-00 00:00:00",
"Grootegast","secure.grootegast.nl","0","0000-00-00 00:00:00",
"Grootegast","simsite.grootegast.nl","0","0000-00-00 00:00:00",
"Grootegast","www.grootegast.nl","0","0000-00-00 00:00:00",
"Gulpen-Wittem","gulpen-wittem.nl","0","0000-00-00 00:00:00",
"Gulpen-Wittem","intranet.gulpen-wittem.nl","0","0000-00-00 00:00:00",
"Gulpen-Wittem","mail.gulpen-wittem.nl","0","0000-00-00 00:00:00",
"Gulpen-Wittem","raad.gulpen-wittem.nl","0","0000-00-00 00:00:00",
"Gulpen-Wittem","secure.gulpen-wittem.nl","0","0000-00-00 00:00:00",
"Gulpen-Wittem","www.gulpen-wittem.nl","0","0000-00-00 00:00:00",
"Haaksbergen","afspraken.haaksbergen.nl","0","0000-00-00 00:00:00",
"Haaksbergen","haaksbergen.nl","1","0000-00-00 00:00:00",
"Haaksbergen","intranet.haaksbergen.nl","0","0000-00-00 00:00:00",
"Haaksbergen","webmail.haaksbergen.nl","0","0000-00-00 00:00:00",
"Haaksbergen","www.haaksbergen.nl","0","0000-00-00 00:00:00",
"Haaren","haaren.nl","0","0000-00-00 00:00:00",
"Haaren","intranet.haaren.nl","0","0000-00-00 00:00:00",
"Haaren","secure.haaren.nl","0","0000-00-00 00:00:00",
"Haaren","simsite.haaren.nl","0","0000-00-00 00:00:00",
"Haaren","www.haaren.nl","0","0000-00-00 00:00:00",
"Haarlem","gemeentebestuur.haarlem.nl","0","0000-00-00 00:00:00",
"Haarlem","haarlem.nl","0","0000-00-00 00:00:00",
"Haarlem","m.haarlem.nl","0","0000-00-00 00:00:00",
"Haarlem","opendata.haarlem.nl","0","0000-00-00 00:00:00",
"Haarlem","sip.haarlem.nl","0","0000-00-00 00:00:00",
"Haarlem","webmail.haarlem.nl","0","0000-00-00 00:00:00",
"Haarlem","www.haarlem.nl","0","0000-00-00 00:00:00",
"Haarlemmerliede en Spaarnwoude","haarlemmerliede.nl","0","0000-00-00 00:00:00",
"Haarlemmerliede en Spaarnwoude","mail.haarlemmerliede.nl","0","0000-00-00 00:00:00",
"Haarlemmerliede en Spaarnwoude","www.haarlemmerliede.nl","0","0000-00-00 00:00:00",
"Haarlemmermeer","gemeenteraad.haarlemmermeer.nl","0","0000-00-00 00:00:00",
"Haarlemmermeer","haarlemmermeer.nl","0","0000-00-00 00:00:00",
"Haarlemmermeer","m.haarlemmermeer.nl","0","0000-00-00 00:00:00",
"Haarlemmermeer","parkeren.haarlemmermeer.nl","0","0000-00-00 00:00:00",
"Haarlemmermeer","sip.haarlemmermeer.nl","0","0000-00-00 00:00:00",
"Haarlemmermeer","uat.haarlemmermeer.nl","0","0000-00-00 00:00:00",
"Haarlemmermeer","web.haarlemmermeer.nl","0","0000-00-00 00:00:00",
"Haarlemmermeer","webmail.haarlemmermeer.nl","0","0000-00-00 00:00:00",
"Haarlemmermeer","www.haarlemmermeer.nl","0","0000-00-00 00:00:00",
"Haarlemmermeer","www2.haarlemmermeer.nl","0","0000-00-00 00:00:00",
"Halderberge","afspraak.halderberge.nl","0","0000-00-00 00:00:00",
"Halderberge","halderberge.nl","0","0000-00-00 00:00:00",
"Halderberge","raad.halderberge.nl","0","0000-00-00 00:00:00",
"Halderberge","sip.halderberge.nl","0","0000-00-00 00:00:00",
"Halderberge","telewerken.halderberge.nl","0","0000-00-00 00:00:00",
"Halderberge","webmail.halderberge.nl","0","0000-00-00 00:00:00",
"Halderberge","www.halderberge.nl","0","0000-00-00 00:00:00",
"Hardenberg","archief.hardenberg.nl","0","0000-00-00 00:00:00",
"Hardenberg","dacceptatieloket.hardenberg.nl","0","0000-00-00 00:00:00",
"Hardenberg","dloket.hardenberg.nl","0","0000-00-00 00:00:00",
"Hardenberg","ftp.hardenberg.nl","0","0000-00-00 00:00:00",
"Hardenberg","geo.hardenberg.nl","0","0000-00-00 00:00:00",
"Hardenberg","hardenberg.nl","0","0000-00-00 00:00:00",
"Hardenberg","intranet.hardenberg.nl","0","0000-00-00 00:00:00",
"Hardenberg","loket.hardenberg.nl","0","0000-00-00 00:00:00",
"Hardenberg","mail.hardenberg.nl","0","0000-00-00 00:00:00",
"Hardenberg","ro.hardenberg.nl","0","0000-00-00 00:00:00",
"Hardenberg","webmail.hardenberg.nl","0","0000-00-00 00:00:00",
"Hardenberg","www.hardenberg.nl","0","0000-00-00 00:00:00",
"Harderwijk","afspraken.harderwijk.nl","0","0000-00-00 00:00:00",
"Harderwijk","geo.harderwijk.nl","0","0000-00-00 00:00:00",
"Harderwijk","harderwijk.nl","0","0000-00-00 00:00:00",
"Harderwijk","intranet.harderwijk.nl","0","0000-00-00 00:00:00",
