"24","webmail.aalten.nl","a80-126-185-175.adsl.xs4all.nl","80.126.185.175","443","2016-03-14","23:06:59","2016-03-14 23:06:59","0","0",,"0","0000-00-00 00:00:00",
"25","www.aalten.nl",,"91.213.115.75","443","2016-03-14","23:08:01","2016-03-14 23:08:01","0","0",,"0","0000-00-00 00:00:00",
"26","achtkarspelen.nl",,"91.213.115.131","443","2016-03-14","23:09:03","2016-03-14 23:09:03","0","0",,"0","0000-00-00 00:00:00",
"27","mail.achtkarspelen.nl","mailscan.HSCG.net","80.73.128.57","443","2016-03-14","23:10:05","2016-03-14 23:10:05","0","0",,"0","0000-00-00 00:00:00",
"28","portaal.achtkarspelen.nl","static-217-209-78-212.thenetworkfactory.nl","212.78.209.217","443","2016-03-14","23:11:07","2016-03-14 23:11:07","0","0",,"0","0000-00-00 00:00:00",
"29","secure.achtkarspelen.nl",,"91.241.7.114","443","2016-03-14","23:12:09","2016-03-14 23:12:09","A","A",,"0","0000-00-00 00:00:00",
"30","www.achtkarspelen.nl",,"91.213.115.131","443","2016-03-14","23:13:13","2016-03-14 23:13:13","0","0",,"0","0000-00-00 00:00:00",
"31","webmail.alblasserdam.nl","s514672e9.adsl.online.nl","81.70.114.233","443","2016-03-14","23:15:16","2016-03-14 23:15:16","0","0",,"0","0000-00-00 00:00:00",
"32","www.alblasserdam.nl","alblasserdam.waxtrapp.net","94.228.133.19","443","2016-03-14","23:16:19","2016-03-14 23:16:19","A+","A+",,"0","0000-00-00 00:00:00",
"33","albrandswaard.nl",,"91.241.6.93","443","2016-03-14","23:17:21","2016-03-14 23:17:21","0","0",,"0","0000-00-00 00:00:00",
"34","intranet.albrandswaard.nl",,"91.241.6.101","443","2016-03-14","23:18:23","2016-03-14 23:18:23","0","0",,"0","0000-00-00 00:00:00",
"35","mail.albrandswaard.nl","ip6d6d762f.ams2.colo.cbizz.nl","109.109.118.47","443","2016-03-14","23:19:25","2016-03-14 23:19:25","0","0",,"0","0000-00-00 00:00:00",
"36","portaal.albrandswaard.nl","ip6d6d761d.ams2.colo.cbizz.nl","109.109.118.29","443","2016-03-14","23:20:27","2016-03-14 23:20:27","0","0",,"0","0000-00-00 00:00:00",
"37","raad.albrandswaard.nl",,"77.74.55.144","443","2016-03-14","23:21:29","2016-03-14 23:21:29","A","A",,"0","0000-00-00 00:00:00",
"38","secure.albrandswaard.nl",,"91.241.6.93","443","2016-03-14","23:24:36","2016-03-14 23:24:36","A","A",,"0","0000-00-00 00:00:00",
"39","www.albrandswaard.nl",,"91.241.6.93","443","2016-03-14","23:55:32","2016-03-14 23:55:32","0","0",,"0","0000-00-00 00:00:00",
"40","alkmaar.nl","sen-vm-19.vmware.seneca.nl","85.17.160.116","443","2016-03-14","23:56:34","2016-03-14 23:56:34","0","0",,"0","0000-00-00 00:00:00",
"41","alkmaar.nl",,"2001:1af8:4101:1:0:0:1:1","443","2016-03-14","23:56:34","2016-03-14 23:56:34","0","0",,"0","0000-00-00 00:00:00",
"42","pers.alkmaar.nl",,"2a01:578:3:0:0:0:b022:fc92","443","2016-03-14","23:57:36","2016-03-14 23:57:36","0","0",,"1","2016-04-22 17:31:29","endpoint not found anymore in qualys scan"
"43","pers.alkmaar.nl","ec2-176-34-252-146.eu-west-1.compute.amazonaws.com","176.34.252.146","443","2016-03-14","23:57:36","2016-03-14 23:57:36","0","0",,"1","2016-04-22 17:31:29","endpoint not found anymore in qualys scan"
"44","raad.alkmaar.nl","redirect.cyso.net","217.170.2.66","443","2016-03-14","23:58:37","2016-03-14 23:58:37","0","0",,"0","0000-00-00 00:00:00",
"45","sip.alkmaar.nl","sip.alkmaar.nl","2a02:2738:1:1:0:0:0:72","443","2016-03-14","23:59:41","2016-03-14 23:59:41","0","0",,"0","0000-00-00 00:00:00",
"46","sip.alkmaar.nl","sip.alkmaar.nl","93.93.121.114","443","2016-03-14","23:59:41","2016-03-14 23:59:41","B","B",,"0","0000-00-00 00:00:00",
"47","telewerken.alkmaar.nl","telewerken.alkmaar.nl","93.93.121.100","443","2016-03-15","00:00:45","2016-03-15 00:00:45","0","0",,"0","0000-00-00 00:00:00",
"48","webmail.alkmaar.nl","webmail.alkmaar.nl","93.93.121.93","443","2016-03-15","00:01:47","2016-03-15 00:01:47","C","C",,"0","0000-00-00 00:00:00",
"49","webmail.alkmaar.nl","webmail.alkmaar.nl","2a02:2738:1:1:0:0:0:5d","443","2016-03-15","00:01:47","2016-03-15 00:01:47","C","C",,"0","0000-00-00 00:00:00",
"50","www.alkmaar.nl","sen-vm-19.vmware.seneca.nl","85.17.160.116","443","2016-03-15","00:02:51","2016-03-15 00:02:51","0","0",,"0","0000-00-00 00:00:00",
"51","www.alkmaar.nl",,"2001:1af8:4101:1:0:0:1:1","443","2016-03-15","00:02:51","2016-03-15 00:02:51","0","0",,"0","0000-00-00 00:00:00",
"52","almelo.nl","cache01.almelo01.webscale.nl","212.83.220.23","443","2016-03-15","00:03:54","2016-03-15 00:03:54","A+","A+",,"0","0000-00-00 00:00:00",
"53","almelo.nl","cache01.almelo01.webscale.nl","2001:4018:1404:0:0:0:0:1023","443","2016-03-15","00:03:54","2016-03-15 00:03:54","A+","A+",,"0","0000-00-00 00:00:00",
"54","intranet.almelo.nl",,"91.213.115.225","443","2016-03-15","00:04:59","2016-03-15 00:04:59","0","0",,"0","0000-00-00 00:00:00",
"55","mail.almelo.nl","mail.almelo.nl","87.249.99.171","443","2016-03-15","00:06:01","2016-03-15 00:06:01","0","0",,"0","0000-00-00 00:00:00",
"56","portaal.almelo.nl","rev-218-103.virtu.nl","217.114.103.218","443","2016-03-15","00:07:03","2016-03-15 00:07:03","F","F",,"0","0000-00-00 00:00:00",
"57","resetww.almelo.nl","rev-219-103.virtu.nl","217.114.103.219","443","2016-03-15","00:08:07","2016-03-15 00:08:07","C","C",,"0","0000-00-00 00:00:00",
"58","ris.almelo.nl","hosted.by.shockmedia.nl","31.7.7.14","443","2016-03-15","00:09:10","2016-03-15 00:09:10","B","B",,"0","0000-00-00 00:00:00",
"59","secure.almelo.nl","mail.almelo.nl","87.249.99.171","443","2016-03-15","00:10:13","2016-03-15 00:10:13","0","0",,"0","0000-00-00 00:00:00",
"60","sip.almelo.nl",,"10.5.5.80","443","2016-03-15","00:11:15","2016-03-15 00:11:15","0","0",,"0","0000-00-00 00:00:00",
"61","sites.almelo.nl","pf-in-f121.1e100.net","173.194.202.121","443","2016-03-15","00:12:17","2016-03-15 00:12:17","0","0",,"1","2016-04-22 15:18:46","endpoint not found anymore in qualys scan"
"62","sites.almelo.nl","pa-in-x79.1e100.net","2607:f8b0:400e:c03:0:0:0:79","443","2016-03-15","00:12:17","2016-03-15 00:12:17","0","0",,"1","2016-04-22 15:18:46","endpoint not found anymore in qualys scan"
"63","subsidie.almelo.nl","rev-223-103.virtu.nl","217.114.103.223","443","2016-03-15","00:13:19","2016-03-15 00:13:19","C","C",,"0","0000-00-00 00:00:00",
"64","webmail.almelo.nl","rev-170.99.249.87.virtu.nl","87.249.99.170","443","2016-03-15","00:14:25","2016-03-15 00:14:25","C","C",,"0","0000-00-00 00:00:00",
"65","www.almelo.nl","cache01.almelo01.webscale.nl","212.83.220.23","443","2016-03-15","00:15:28","2016-03-15 00:15:28","A+","A+",,"0","0000-00-00 00:00:00",
"66","www.almelo.nl","cache01.almelo01.webscale.nl","2001:4018:1404:0:0:0:0:1023","443","2016-03-15","00:15:28","2016-03-15 00:15:28","A+","A+",,"0","0000-00-00 00:00:00",
"67","almere.nl","hvs1nwlb003-hosting-lb-hvs1.internal.asp4all.nl","62.112.226.104","443","2016-03-15","00:16:33","2016-03-15 00:16:33","B","B",,"0","0000-00-00 00:00:00",
"68","mail.almere.nl","mail.almere.nl","82.148.221.153","443","2016-03-15","00:17:35","2016-03-15 00:17:35","0","0",,"0","0000-00-00 00:00:00",
"69","owa.almere.nl",,"212.159.229.42","443","2016-03-15","00:18:37","2016-03-15 00:18:37","0","0",,"0","0000-00-00 00:00:00",
"70","webmail.almere.nl",,"212.159.229.42","443","2016-03-15","00:19:39","2016-03-15 00:19:39","0","0",,"0","0000-00-00 00:00:00",
"71","www.almere.nl","hvs1nwlb003-hosting-lb-hvs1.internal.asp4all.nl","62.112.226.104","443","2016-03-15","00:20:41","2016-03-15 00:20:41","B","B",,"0","0000-00-00 00:00:00",
"72","alphenaandenrijn.nl",,"194.33.112.83","443","2016-03-15","00:21:44","2016-03-15 00:21:44","A-","A-",,"0","0000-00-00 00:00:00",
"73","intranet.alphenaandenrijn.nl",,"194.33.112.82","443","2016-03-15","00:22:46","2016-03-15 00:22:46","0","0",,"0","0000-00-00 00:00:00",
"74","mail.alphenaandenrijn.nl","static.kpn.net","92.71.201.2","443","2016-03-15","00:23:48","2016-03-15 00:23:48","0","0",,"0","0000-00-00 00:00:00",
"75","sip.alphenaandenrijn.nl","static.kpn.net","77.60.2.56","443","2016-03-15","00:24:50","2016-03-15 00:24:50","0","0",,"0","0000-00-00 00:00:00",
"76","www.alphenaandenrijn.nl",,"194.33.112.83","443","2016-03-15","00:56:47","2016-03-15 00:56:47","A-","A-",,"0","0000-00-00 00:00:00",
"77","alphen-chaam.nl",,"185.58.58.143","443","2016-03-15","00:57:49","2016-03-15 00:57:49","A","A",,"0","0000-00-00 00:00:00",
"78","intranet.alphen-chaam.nl",,"85.17.160.168","443","2016-03-15","00:58:52","2016-03-15 00:58:52","0","0",,"0","0000-00-00 00:00:00",
"79","secure.alphen-chaam.nl",,"91.241.6.81","443","2016-03-15","00:59:54","2016-03-15 00:59:54","A","A",,"0","0000-00-00 00:00:00",
"80","www.alphen-chaam.nl",,"185.58.58.143","443","2016-03-15","01:00:57","2016-03-15 01:00:57","A","A",,"0","0000-00-00 00:00:00",
"81","ameland.nl",,"91.241.6.102","443","2016-03-15","01:01:59","2016-03-15 01:01:59","0","0",,"0","0000-00-00 00:00:00",
"82","mail.ameland.nl","smtp.ameland.nl","83.136.192.238","443","2016-03-15","01:03:01","2016-03-15 01:03:01","0","0",,"0","0000-00-00 00:00:00",
"83","secure.ameland.nl",,"91.241.6.102","443","2016-03-15","01:04:03","2016-03-15 01:04:03","A","A",,"0","0000-00-00 00:00:00",
"84","www.ameland.nl",,"91.241.6.102","443","2016-03-15","01:05:06","2016-03-15 01:05:06","0","0",,"0","0000-00-00 00:00:00",
"85","amersfoort.nl",,"145.128.13.36","443","2016-03-15","01:06:08","2016-03-15 01:06:08","A+","A+",,"0","0000-00-00 00:00:00",
"86","mail.amersfoort.nl","5350544C.static.ziggozakelijk.nl","83.80.84.76","443","2016-03-15","01:07:10","2016-03-15 01:07:10","0","0",,"0","0000-00-00 00:00:00",
"87","mail.amersfoort.nl","5350544B.static.ziggozakelijk.nl","83.80.84.75","443","2016-03-15","01:07:10","2016-03-15 01:07:10","0","0",,"0","0000-00-00 00:00:00",
"88","mail2.amersfoort.nl","5350544C.static.ziggozakelijk.nl","83.80.84.76","443","2016-03-15","01:08:12","2016-03-15 01:08:12","0","0",,"0","0000-00-00 00:00:00",
"89","sip.amersfoort.nl","53505433.static.ziggozakelijk.nl","83.80.84.51","443","2016-03-15","01:09:14","2016-03-15 01:09:14","C","C",,"0","0000-00-00 00:00:00",
"90","webmail.amersfoort.nl","53505442.static.ziggozakelijk.nl","83.80.84.66","443","2016-03-15","01:10:17","2016-03-15 01:10:17","C","C",,"0","0000-00-00 00:00:00",
"91","www.amersfoort.nl",,"145.128.13.36","443","2016-03-15","01:11:20","2016-03-15 01:11:20","A+","A+",,"0","0000-00-00 00:00:00",
"92","amstelveen.nl",,"91.198.103.210","443","2016-03-15","01:12:22","2016-03-15 01:12:22","0","0",,"0","0000-00-00 00:00:00",
"93","raad.amstelveen.nl","rev-214.89.222.77.virtu.nl","77.222.89.214","443","2016-03-15","01:13:24","2016-03-15 01:13:24","0","0",,"0","0000-00-00 00:00:00",
"94","webmail.amstelveen.nl",,"194.104.59.192","443","2016-03-15","01:14:26","2016-03-15 01:14:26","C","C",,"0","0000-00-00 00:00:00",
"95","www.amstelveen.nl",,"91.198.103.210","443","2016-03-15","01:15:29","2016-03-15 01:15:29","C","C",,"0","0000-00-00 00:00:00",
"96","amsterdam.nl","hvs1nwlb003-hosting-lb-hvs1.internal.asp4all.nl","62.112.234.12","443","2016-03-15","01:16:32","2016-03-15 01:16:32","0","0",,"0","0000-00-00 00:00:00",
"97","intranet.amsterdam.nl","intranet.amsterdam.nl","145.222.240.133","443","2016-03-15","01:17:34","2016-03-15 01:17:34","0","0",,"0","0000-00-00 00:00:00",
"98","mail.amsterdam.nl",,"46.17.24.7","443","2016-03-15","01:18:36","2016-03-15 01:18:36","C","C",,"0","0000-00-00 00:00:00",
"99","portaal.amsterdam.nl",,"145.222.14.214","443","2016-03-15","01:19:38","2016-03-15 01:19:38","0","0",,"0","0000-00-00 00:00:00",
"100","ris.amsterdam.nl",,"82.94.244.59","443","2016-03-15","01:20:41","2016-03-15 01:20:41","A-","A-",,"0","0000-00-00 00:00:00",
"101","telewerken.amsterdam.nl","static.kpn.net","193.172.72.180","443","2016-03-15","01:21:43","2016-03-15 01:21:43","0","0",,"0","0000-00-00 00:00:00",
"102","webmail.amsterdam.nl",,"145.222.19.219","443","2016-03-15","01:22:45","2016-03-15 01:22:45","B","B",,"0","0000-00-00 00:00:00",
"103","www.amsterdam.nl",,"104.25.245.10","443","2016-03-15","01:23:49","2016-03-15 01:23:49","A","A",,"0","0000-00-00 00:00:00",
"104","www.amsterdam.nl",,"104.25.244.10","443","2016-03-15","01:23:49","2016-03-15 01:23:49","A","A",,"0","0000-00-00 00:00:00",
"105","www.amsterdam.nl",,"2400:cb00:2048:1:0:0:6819:f50a","443","2016-03-15","01:23:49","2016-03-15 01:23:49","A","A",,"0","0000-00-00 00:00:00",
"106","www.amsterdam.nl",,"2400:cb00:2048:1:0:0:6819:f40a","443","2016-03-15","01:23:49","2016-03-15 01:23:49","A","A",,"0","0000-00-00 00:00:00",
"107","apeldoorn.nl","ip-80-113-169-188.ip.prioritytelecom.net","80.113.169.188","443","2016-03-15","01:24:54","2016-03-15 01:24:54","B","B",,"0","0000-00-00 00:00:00",
"108","gis.apeldoorn.nl","ufsont.apeldoorn.nl","80.113.169.174","443","2016-03-15","01:25:57","2016-03-15 01:25:57","B","B",,"0","0000-00-00 00:00:00",
"109","intranet.apeldoorn.nl","ip-80-113-169-179.ip.prioritytelecom.net","80.113.169.179","443","2016-03-15","01:27:00","2016-03-15 01:27:00","C","C",,"0","0000-00-00 00:00:00",
"110","mail2.apeldoorn.nl","mail2.apeldoorn.nl","80.113.169.190","443","2016-03-15","01:58:57","2016-03-15 01:58:57","0","0",,"0","0000-00-00 00:00:00",
"111","webmail.apeldoorn.nl","ras2.apeldoorn.nl","80.113.169.170","443","2016-03-15","01:59:59","2016-03-15 01:59:59","A-","A-",,"0","0000-00-00 00:00:00",
"112","www.apeldoorn.nl","ip-80-113-169-188.ip.prioritytelecom.net","80.113.169.188","443","2016-03-15","02:01:02","2016-03-15 02:01:02","B","B",,"0","0000-00-00 00:00:00",
"113","afspreken.appingedam.nl",,"91.241.6.38","443","2016-03-15","02:02:04","2016-03-15 02:02:04","0","0",,"0","0000-00-00 00:00:00",
"114","appingedam.nl",,"91.241.6.38","443","2016-03-15","02:03:06","2016-03-15 02:03:06","0","0",,"0","0000-00-00 00:00:00",
"115","castmanage3.appingedam.nl",,"91.241.6.38","443","2016-03-15","02:04:08","2016-03-15 02:04:08","0","0",,"0","0000-00-00 00:00:00",
"116","cijfers.appingedam.nl",,"91.241.6.38","443","2016-03-15","02:05:10","2016-03-15 02:05:10","0","0",,"0","0000-00-00 00:00:00",
"117","gis.appingedam.nl",,"91.241.6.38","443","2016-03-15","02:06:13","2016-03-15 02:06:13","0","0",,"0","0000-00-00 00:00:00",
"118","gwpprod.appingedam.nl",,"91.241.6.38","443","2016-03-15","02:07:14","2016-03-15 02:07:14","0","0",,"0","0000-00-00 00:00:00",
"119","intranet.appingedam.nl",,"91.241.6.38","443","2016-03-15","02:08:16","2016-03-15 02:08:16","0","0",,"0","0000-00-00 00:00:00",
"120","mail.appingedam.nl","exchange-01.appingedam.nl","217.166.74.194","443","2016-03-15","02:09:18","2016-03-15 02:09:18","0","0",,"0","0000-00-00 00:00:00",
"121","mail2.appingedam.nl","static.kpn.net","217.166.74.201","443","2016-03-15","02:10:20","2016-03-15 02:10:20","0","0",,"0","0000-00-00 00:00:00",
"122","openbareruimte.appingedam.nl",,"91.241.6.38","443","2016-03-15","02:11:22","2016-03-15 02:11:22","0","0",,"0","0000-00-00 00:00:00",
"123","owa.appingedam.nl",,"91.241.6.38","443","2016-03-15","02:12:24","2016-03-15 02:12:24","0","0",,"0","0000-00-00 00:00:00",
"124","pers.appingedam.nl",,"91.241.6.38","443","2016-03-15","02:13:25","2016-03-15 02:13:25","0","0",,"0","0000-00-00 00:00:00",
"125","portaal.appingedam.nl",,"91.241.6.38","443","2016-03-15","02:14:27","2016-03-15 02:14:27","0","0",,"0","0000-00-00 00:00:00",
"126","raad.appingedam.nl",,"91.241.6.38","443","2016-03-15","02:15:29","2016-03-15 02:15:29","0","0",,"0","0000-00-00 00:00:00",
"127","resetww.appingedam.nl",,"91.241.6.38","443","2016-03-15","02:16:31","2016-03-15 02:16:31","0","0",,"0","0000-00-00 00:00:00",
"128","ris.appingedam.nl",,"91.241.6.38","443","2016-03-15","02:17:33","2016-03-15 02:17:33","0","0",,"0","0000-00-00 00:00:00",
"129","ropubliceer.appingedam.nl",,"91.241.6.38","443","2016-03-15","02:18:35","2016-03-15 02:18:35","0","0",,"0","0000-00-00 00:00:00",
"130","secure.appingedam.nl",,"91.241.6.38","443","2016-03-15","02:19:37","2016-03-15 02:19:37","A","A",,"0","0000-00-00 00:00:00",
"131","sip.appingedam.nl",,"91.241.6.38","443","2016-03-15","02:20:39","2016-03-15 02:20:39","0","0",,"0","0000-00-00 00:00:00",
"132","sites.appingedam.nl",,"91.241.6.38","443","2016-03-15","02:21:41","2016-03-15 02:21:41","0","0",,"0","0000-00-00 00:00:00",
"133","subsidie.appingedam.nl",,"91.241.6.38","443","2016-03-15","02:22:43","2016-03-15 02:22:43","0","0",,"0","0000-00-00 00:00:00",
"134","telewerken.appingedam.nl",,"91.241.6.38","443","2016-03-15","02:23:45","2016-03-15 02:23:45","0","0",,"0","0000-00-00 00:00:00",
"135","webmail.appingedam.nl",,"91.241.6.38","443","2016-03-15","02:24:47","2016-03-15 02:24:47","0","0",,"0","0000-00-00 00:00:00",
"136","www.appingedam.nl",,"91.241.6.38","443","2016-03-15","02:25:48","2016-03-15 02:25:48","0","0",,"0","0000-00-00 00:00:00",
"137","arnhem.nl",,"87.213.169.72","443","2016-03-15","02:26:50","2016-03-15 02:26:50","0","0",,"0","0000-00-00 00:00:00",
"138","mail.arnhem.nl","mail.arnhem.nl","87.213.169.126","443","2016-03-15","02:27:52","2016-03-15 02:27:52","0","0",,"1","2016-04-22 15:19:18","endpoint not found anymore in qualys scan"
"139","sip.arnhem.nl","sipdirsn20a-ipv6.infra.lync.com","2a01:111:f404:3401:0:0:0:35","443","2016-03-15","02:28:54","2016-03-15 02:28:54","0","0",,"1","2016-04-21 17:08:20","endpoint not found anymore in qualys scan"
"140","sip.arnhem.nl",,"134.170.54.26","443","2016-03-15","02:28:54","2016-03-15 02:28:54","0","0",,"1","2016-04-21 17:08:20","endpoint not found anymore in qualys scan"
"141","www.arnhem.nl",,"87.213.169.72","443","2016-03-15","03:00:53","2016-03-15 03:00:53","A","A",,"0","0000-00-00 00:00:00",
"142","assen.nl","vps-b5009.cust.yourhostingbusiness.nl","5.157.86.203","443","2016-03-15","03:01:56","2016-03-15 03:01:56","A","A",,"0","0000-00-00 00:00:00",
"143","www.assen.nl","vps-b5009.cust.yourhostingbusiness.nl","5.157.86.203","443","2016-03-15","03:02:58","2016-03-15 03:02:58","A","A",,"0","0000-00-00 00:00:00",
"144","asten.nl","ip1.ded347.zylon.net","193.189.149.13","443","2016-03-15","03:04:01","2016-03-15 03:04:01","0","0",,"0","0000-00-00 00:00:00",
"145","mail.asten.nl","static.kpn.net","31.149.155.91","443","2016-03-15","03:05:03","2016-03-15 03:05:03","C","C",,"0","0000-00-00 00:00:00",
"146","raad.asten.nl","raad.asten.nl","193.189.149.22","443","2016-03-15","03:06:06","2016-03-15 03:06:06","A","A",,"0","0000-00-00 00:00:00",
"147","webmail.asten.nl","toaster-vh.nl.clara.net","80.168.46.20","443","2016-03-15","03:07:10","2016-03-15 03:07:10","0","0",,"0","0000-00-00 00:00:00",
"148","www.asten.nl","ip1.ded347.zylon.net","193.189.149.13","443","2016-03-15","03:08:12","2016-03-15 03:08:12","A","A",,"0","0000-00-00 00:00:00",
"149","baarle-nassau.nl",,"185.58.58.150","443","2016-03-15","03:09:15","2016-03-15 03:09:15","A","A",,"0","0000-00-00 00:00:00",
"150","intranet.baarle-nassau.nl",,"185.58.58.142","443","2016-03-15","03:10:17","2016-03-15 03:10:17","0","0",,"0","0000-00-00 00:00:00",
"151","secure.baarle-nassau.nl",,"91.241.6.98","443","2016-03-15","03:11:20","2016-03-15 03:11:20","A","A",,"0","0000-00-00 00:00:00",
"152","www.baarle-nassau.nl",,"185.58.58.150","443","2016-03-15","03:12:23","2016-03-15 03:12:23","A","A",,"0","0000-00-00 00:00:00",
"153","baarn.nl",,"91.241.6.103","443","2016-03-15","03:13:26","2016-03-15 03:13:26","0","0",,"0","0000-00-00 00:00:00",
"154","intranet.baarn.nl",,"91.241.6.104","443","2016-03-15","03:14:28","2016-03-15 03:14:28","A","A",,"0","0000-00-00 00:00:00",
"155","secure.baarn.nl",,"91.241.6.103","443","2016-03-15","03:15:30","2016-03-15 03:15:30","A","A",,"0","0000-00-00 00:00:00",
"156","telewerken.baarn.nl",,"87.213.17.237","443","2016-03-15","03:16:32","2016-03-15 03:16:32","0","0",,"0","0000-00-00 00:00:00",
"157","webmail.baarn.nl",,"87.213.17.235","443","2016-03-15","03:17:35","2016-03-15 03:17:35","C","C",,"0","0000-00-00 00:00:00",
"158","www.baarn.nl",,"91.241.6.103","443","2016-03-15","03:18:37","2016-03-15 03:18:37","0","0",,"0","0000-00-00 00:00:00",
"159","barendrecht.nl",,"91.213.115.65","443","2016-03-15","03:19:39","2016-03-15 03:19:39","0","0",,"0","0000-00-00 00:00:00",
"160","intranet.barendrecht.nl",,"91.213.115.66","443","2016-03-15","03:20:41","2016-03-15 03:20:41","0","0",,"0","0000-00-00 00:00:00",
"161","mail.barendrecht.nl","ip6d6d762f.ams2.colo.cbizz.nl","109.109.118.47","443","2016-03-15","03:21:43","2016-03-15 03:21:43","0","0",,"0","0000-00-00 00:00:00",
"162","secure.barendrecht.nl",,"91.213.115.154","443","2016-03-15","03:22:45","2016-03-15 03:22:45","0","0",,"0","0000-00-00 00:00:00",
"163","webmail.barendrecht.nl","ip6d6d7632.ams2.colo.cbizz.nl","109.109.118.50","443","2016-03-15","03:23:47","2016-03-15 03:23:47","0","0",,"0","0000-00-00 00:00:00",
"164","www.barendrecht.nl",,"91.213.115.65","443","2016-03-15","03:24:49","2016-03-15 03:24:49","0","0",,"0","0000-00-00 00:00:00",
"165","barneveld.nl",,"91.241.6.29","443","2016-03-15","03:25:51","2016-03-15 03:25:51","0","0",,"0","0000-00-00 00:00:00",
"166","www.barneveld.nl",,"91.241.6.29","443","2016-03-15","03:26:53","2016-03-15 03:26:53","0","0",,"0","0000-00-00 00:00:00",
"167","bedum.nl","77-74-49-10.gemeenteoplossingen.nl","77.74.49.10","443","2016-03-15","03:27:54","2016-03-15 03:27:54","0","0",,"0","0000-00-00 00:00:00",
"168","intranet.bedum.nl","-","87.233.129.113","443","2016-03-15","03:28:57","2016-03-15 03:28:57","C","C",,"0","0000-00-00 00:00:00",
"169","mail.bedum.nl","cj2hosting.nl","5.22.254.150","443","2016-03-15","03:29:59","2016-03-15 03:29:59","C","C",,"0","0000-00-00 00:00:00",
"170","webmail.bedum.nl","cj2hosting.nl","5.22.254.150","443","2016-03-15","03:31:02","2016-03-15 03:31:02","C","C",,"0","0000-00-00 00:00:00",
"171","www.bedum.nl","-","87.233.129.103","443","2016-03-15","04:03:03","2016-03-15 04:03:03","C","C",,"0","0000-00-00 00:00:00",
"172","gemeentebeek.nl",,"91.213.115.50","443","2016-03-15","04:04:06","2016-03-15 04:04:06","0","0",,"0","0000-00-00 00:00:00",
"173","mail.gemeentebeek.nl",,"178.21.217.246","443","2016-03-15","04:05:08","2016-03-15 04:05:08","0","0",,"0","0000-00-00 00:00:00",
"174","secure.gemeentebeek.nl",,"91.213.115.50","443","2016-03-15","04:06:10","2016-03-15 04:06:10","A","A",,"0","0000-00-00 00:00:00",
"175","webmail.gemeentebeek.nl",,"178.21.217.246","443","2016-03-15","04:07:12","2016-03-15 04:07:12","C","C",,"0","0000-00-00 00:00:00",
"176","www.gemeentebeek.nl",,"91.213.115.50","443","2016-03-15","04:08:14","2016-03-15 04:08:14","0","0",,"0","0000-00-00 00:00:00",
"177","beemster.net","purmerend.nl","134.0.90.134","443","2016-03-15","04:09:16","2016-03-15 04:09:16","0","0",,"0","0000-00-00 00:00:00",
"178","intranet.beemster.net",,"91.213.115.80","443","2016-03-15","04:10:18","2016-03-15 04:10:18","0","0",,"0","0000-00-00 00:00:00",
"179","mail.beemster.net","static.kpn.net","193.173.73.155","443","2016-03-15","04:11:20","2016-03-15 04:11:20","0","0",,"0","0000-00-00 00:00:00",
